0 0
1 36
3.20290E-03 1.424E+02 1.403E+02
3.20290E-03 1.275E+03 1.153E+03
4.00000E-03 7.572E+02 6.979E+02
5.00000E-03 4.225E+02 3.953E+02
6.00000E-03 2.593E+02 2.449E+02
8.00000E-03 1.180E+02 1.125E+02
1.00000E-02 6.316E+01 6.038E+01
1.50000E-02 1.983E+01 1.886E+01
2.00000E-02 8.629E+00 8.074E+00
3.00000E-02 2.697E+00 2.382E+00
4.00000E-02 1.228E+00 9.907E-01
5.00000E-02 7.012E-01 5.020E-01
6.00000E-02 4.664E-01 2.904E-01
8.00000E-02 2.760E-01 1.280E-01
1.00000E-01 2.043E-01 7.344E-02
1.50000E-01 1.427E-01 3.703E-02
2.00000E-01 1.205E-01 2.998E-02
3.00000E-01 9.953E-02 2.757E-02
4.00000E-01 8.776E-02 2.727E-02
5.00000E-01 7.958E-02 2.708E-02
6.00000E-01 7.335E-02 2.679E-02
8.00000E-01 6.419E-02 2.601E-02
1.00000E+00 5.762E-02 2.510E-02
1.25000E+00 5.150E-02 2.394E-02
1.50000E+00 4.695E-02 2.288E-02
2.00000E+00 4.074E-02 2.123E-02
3.00000E+00 3.384E-02 1.927E-02
4.00000E+00 3.019E-02 1.827E-02
5.00000E+00 2.802E-02 1.777E-02
6.00000E+00 2.667E-02 1.753E-02
8.00000E+00 2.517E-02 1.742E-02
1.00000E+01 2.451E-02 1.754E-02
1.50000E+01 2.418E-02 1.800E-02
2.00000E+01 2.453E-02 1.842E-02
19 38
1.00000E-03 4.058E+03 4.053E+03
1.50000E-03 1.418E+03 1.415E+03
2.00000E-03 6.592E+02 6.563E+02
3.00000E-03 2.198E+02 2.174E+02
3.60740E-03 1.327E+02 1.306E+02
3.60740E-03 1.201E+03 1.065E+03
4.00000E-03 9.256E+02 8.304E+02
5.00000E-03 5.189E+02 4.752E+02
6.00000E-03 3.205E+02 2.974E+02
8.00000E-03 1.469E+02 1.383E+02
1.00000E-02 7.907E+01 7.490E+01
1.50000E-02 2.503E+01 2.370E+01
2.00000E-02 1.093E+01 1.023E+01
3.00000E-02 3.413E+00 3.045E+00
4.00000E-02 1.541E+00 1.272E+00
5.00000E-02 8.679E-01 6.454E-01
6.00000E-02 5.678E-01 3.730E-01
8.00000E-02 3.251E-01 1.628E-01
1.00000E-01 2.345E-01 9.161E-02
1.50000E-01 1.582E-01 4.346E-02
2.00000E-01 1.319E-01 3.378E-02
3.00000E-01 1.080E-01 3.015E-02
4.00000E-01 9.495E-02 2.959E-02
5.00000E-01 8.600E-02 2.929E-02
6.00000E-01 7.922E-02 2.895E-02
8.00000E-01 6.929E-02 2.807E-02
1.00000E+00 6.216E-02 2.707E-02
1.25000E+00 5.556E-02 2.581E-02
1.50000E+00 5.068E-02 2.467E-02
2.00000E+00 4.399E-02 2.290E-02
3.00000E+00 3.666E-02 2.084E-02
4.00000E+00 3.282E-02 1.985E-02
5.00000E+00 3.054E-02 1.935E-02
6.00000E+00 2.915E-02 1.914E-02
8.00000E+00 2.766E-02 1.910E-02
1.00000E+01 2.704E-02 1.928E-02
1.50000E+01 2.687E-02 1.983E-02
2.00000E+01 2.737E-02 2.029E-02
20 38
1.00000E-03 4.867E+03 4.861E+03
1.50000E-03 1.714E+03 1.710E+03
2.00000E-03 7.999E+02 7.966E+02
3.00000E-03 2.676E+02 2.650E+02
4.00000E-03 1.218E+02 1.197E+02
4.03810E-03 1.187E+02 1.166E+02
4.03810E-03 1.023E+03 8.887E+02
5.00000E-03 6.026E+02 5.373E+02
6.00000E-03 3.731E+02 3.387E+02
8.00000E-03 1.726E+02 1.600E+02
1.00000E-02 9.341E+01 8.744E+01
1.50000E-02 2.979E+01 2.804E+01
2.00000E-02 1.306E+01 1.220E+01
3.00000E-02 4.080E+00 3.665E+00
4.00000E-02 1.830E+00 1.538E+00
5.00000E-02 1.019E+00 7.822E-01
6.00000E-02 6.578E-01 4.520E-01
8.00000E-02 3.656E-01 1.958E-01
1.00000E-01 2.571E-01 1.085E-01
1.50000E-01 1.674E-01 4.876E-02
2.00000E-01 1.376E-01 3.639E-02
3.00000E-01 1.116E-01 3.146E-02
4.00000E-01 9.783E-02 3.060E-02
5.00000E-01 8.851E-02 3.019E-02
6.00000E-01 8.148E-02 2.979E-02
8.00000E-01 7.122E-02 2.884E-02
1.00000E+00 6.388E-02 2.780E-02
1.25000E+00 5.709E-02 2.650E-02
1.50000E+00 5.207E-02 2.532E-02
2.00000E+00 4.524E-02 2.352E-02
3.00000E+00 3.780E-02 2.147E-02
4.00000E+00 3.395E-02 2.052E-02
5.00000E+00 3.170E-02 2.007E-02
6.00000E+00 3.035E-02 1.992E-02
8.00000E+00 2.892E-02 1.997E-02
1.00000E+01 2.839E-02 2.022E-02
1.50000E+01 2.838E-02 2.088E-02
2.00000E+01 2.903E-02 2.140E-02
21 38
1.00000E-03 5.238E+03 5.231E+03
1.50000E-03 1.858E+03 1.853E+03
2.00000E-03 8.706E+02 8.672E+02
3.00000E-03 2.922E+02 2.896E+02
4.00000E-03 1.332E+02 1.311E+02
4.49280E-03 9.687E+01 9.490E+01
4.49280E-03 8.148E+02 6.911E+02
5.00000E-03 6.305E+02 5.436E+02
6.00000E-03 3.933E+02 3.474E+02
8.00000E-03 1.828E+02 1.661E+02
1.00000E-02 9.952E+01 9.175E+01
1.50000E-02 3.202E+01 2.988E+01
2.00000E-02 1.409E+01 1.311E+01
3.00000E-02 4.409E+00 3.975E+00
4.00000E-02 1.969E+00 1.677E+00
5.00000E-02 1.087E+00 8.552E-01
6.00000E-02 6.932E-01 4.944E-01
8.00000E-02 3.753E-01 2.132E-01
1.00000E-01 2.577E-01 1.167E-01
1.50000E-01 1.619E-01 4.998E-02
2.00000E-01 1.310E-01 3.586E-02
3.00000E-01 1.052E-01 2.997E-02
4.00000E-01 9.193E-02 2.887E-02
5.00000E-01 8.305E-02 2.837E-02
6.00000E-01 7.639E-02 2.795E-02
8.00000E-01 6.675E-02 2.703E-02
1.00000E+00 5.985E-02 2.603E-02
1.25000E+00 5.347E-02 2.480E-02
1.50000E+00 4.878E-02 2.370E-02
2.00000E+00 4.243E-02 2.202E-02
3.00000E+00 3.554E-02 2.016E-02
4.00000E+00 3.202E-02 1.933E-02
5.00000E+00 2.999E-02 1.897E-02
6.00000E+00 2.878E-02 1.887E-02
8.00000E+00 2.756E-02 1.900E-02
1.00000E+01 2.715E-02 1.929E-02
1.50000E+01 2.732E-02 2.000E-02
2.00000E+01 2.804E-02 2.052E-02
22 38
1.00000E-03 5.869E+03 5.860E+03
1.50000E-03 2.096E+03 2.091E+03
2.00000E-03 9.860E+02 9.824E+02
3.00000E-03 3.323E+02 3.295E+02
4.00000E-03 1.517E+02 1.494E+02
4.96640E-03 8.380E+01 8.188E+01
4.96640E-03 6.878E+02 5.684E+02
5.00000E-03 6.838E+02 5.657E+02
6.00000E-03 4.323E+02 3.691E+02
8.00000E-03 2.023E+02 1.793E+02
1.00000E-02 1.107E+02 1.001E+02
1.50000E-02 3.587E+01 3.311E+01
2.00000E-02 1.585E+01 1.465E+01
3.00000E-02 4.972E+00 4.488E+00
4.00000E-02 2.214E+00 1.904E+00
5.00000E-02 1.213E+00 9.737E-01
6.00000E-02 7.661E-01 5.634E-01
8.00000E-02 4.052E-01 2.422E-01
1.00000E-01 2.721E-01 1.312E-01
1.50000E-01 1.649E-01 5.393E-02
2.00000E-01 1.314E-01 3.726E-02
3.00000E-01 1.043E-01 3.007E-02
4.00000E-01 9.081E-02 2.864E-02
5.00000E-01 8.191E-02 2.804E-02
6.00000E-01 7.529E-02 2.756E-02
8.00000E-01 6.572E-02 2.661E-02
1.00000E+00 5.891E-02 2.561E-02
1.25000E+00 5.263E-02 2.439E-02
1.50000E+00 4.801E-02 2.330E-02
2.00000E+00 4.180E-02 2.166E-02
3.00000E+00 3.512E-02 1.989E-02
4.00000E+00 3.173E-02 1.913E-02
5.00000E+00 2.982E-02 1.884E-02
6.00000E+00 2.868E-02 1.879E-02
8.00000E+00 2.759E-02 1.899E-02
1.00000E+01 2.727E-02 1.933E-02
1.50000E+01 2.762E-02 2.013E-02
2.00000E+01 2.844E-02 2.067E-02
23 37
1.00000E-03 6.495E+03 6.483E+03
1.50000E-03 2.342E+03 2.336E+03
2.00000E-03 1.106E+03 1.102E+03
3.00000E-03 3.743E+02 3.713E+02
4.00000E-03 1.712E+02 1.688E+02
5.00000E-03 9.291E+01 9.089E+01
5.46510E-03 7.277E+01 7.090E+01
5.46510E-03 5.870E+02 4.717E+02
6.00000E-03 4.687E+02 3.841E+02
8.00000E-03 2.217E+02 1.908E+02
1.00000E-02 1.218E+02 1.077E+02
1.50000E-02 3.983E+01 3.627E+01
2.00000E-02 1.768E+01 1.620E+01
3.00000E-02 5.564E+00 5.015E+00
4.00000E-02 2.472E+00 2.140E+00
5.00000E-02 1.347E+00 1.098E+00
6.00000E-02 8.438E-01 6.364E-01
8.00000E-02 4.371E-01 2.731E-01
1.00000E-01 2.877E-01 1.469E-01
1.50000E-01 1.682E-01 5.821E-02
2.00000E-01 1.318E-01 3.879E-02
3.00000E-01 1.034E-01 3.019E-02
4.00000E-01 8.965E-02 2.843E-02
5.00000E-01 8.074E-02 2.770E-02
6.00000E-01 7.414E-02 2.717E-02
8.00000E-01 6.466E-02 2.618E-02
1.00000E+00 5.794E-02 2.518E-02
1.25000E+00 5.175E-02 2.396E-02
1.50000E+00 4.722E-02 2.289E-02
2.00000E+00 4.115E-02 2.130E-02
3.00000E+00 3.466E-02 1.961E-02
4.00000E+00 3.141E-02 1.892E-02
5.00000E+00 2.960E-02 1.869E-02
6.00000E+00 2.855E-02 1.869E-02
8.00000E+00 2.759E-02 1.896E-02
1.00000E+01 2.738E-02 1.937E-02
1.50000E+01 2.786E-02 2.022E-02
24 38
1.00000E-03 7.405E+03 7.388E+03
1.50000E-03 2.694E+03 2.687E+03
2.00000E-03 1.277E+03 1.272E+03
3.00000E-03 4.339E+02 4.305E+02
4.00000E-03 1.988E+02 1.961E+02
5.00000E-03 1.080E+02 1.057E+02
5.98920E-03 6.574E+01 6.383E+01
5.98920E-03 5.977E+02 4.027E+02
6.00000E-03 5.160E+02 4.027E+02
8.00000E-03 2.513E+02 2.087E+02
1.00000E-02 1.386E+02 1.193E+02
1.50000E-02 4.571E+01 4.093E+01
2.00000E-02 2.038E+01 1.846E+01
3.00000E-02 6.434E+00 5.780E+00
4.00000E-02 2.856E+00 2.482E+00
5.00000E-02 1.550E+00 1.278E+00
6.00000E-02 9.639E-01 7.420E-01
8.00000E-02 4.905E-01 3.182E-01
1.00000E-01 3.166E-01 1.701E-01
1.50000E-01 1.788E-01 6.536E-02
2.00000E-01 1.378E-01 4.211E-02
3.00000E-01 1.067E-01 3.160E-02
4.00000E-01 9.213E-02 2.938E-02
5.00000E-01 8.281E-02 2.849E-02
6.00000E-01 7.598E-02 2.788E-02
8.00000E-01 6.620E-02 2.680E-02
1.00000E+00 5.930E-02 2.576E-02
1.25000E+00 5.295E-02 2.450E-02
1.50000E+00 4.832E-02 2.340E-02
2.00000E+00 4.213E-02 2.178E-02
3.00000E+00 3.559E-02 2.011E-02
4.00000E+00 3.235E-02 1.947E-02
5.00000E+00 3.057E-02 1.929E-02
6.00000E+00 2.956E-02 1.933E-02
8.00000E+00 2.869E-02 1.970E-02
1.00000E+01 2.855E-02 2.016E-02
1.50000E+01 2.920E-02 2.112E-02
2.00000E+01 3.026E-02 2.174E-02
25 38
1.00000E-03 8.093E+03 8.069E+03
1.50000E-03 2.984E+03 2.975E+03
2.00000E-03 1.421E+03 1.415E+03
3.00000E-03 4.851E+02 4.815E+02
4.00000E-03 2.229E+02 2.201E+02
5.00000E-03 1.212E+02 1.188E+02
6.00000E-03 7.350E+01 7.150E+01
6.53900E-03 5.803E+01 5.619E+01
6.53900E-03 4.520E+02 3.415E+02
8.00000E-03 2.734E+02 2.177E+02
1.00000E-02 1.514E+02 1.262E+02
1.50000E-02 5.027E+01 4.414E+01
2.00000E-02 2.253E+01 2.015E+01
3.00000E-02 7.141E+00 6.382E+00
4.00000E-02 3.169E+00 2.757E+00
5.00000E-02 1.714E+00 1.425E+00
6.00000E-02 1.060E+00 8.294E-01
8.00000E-02 5.306E-01 3.558E-01
1.00000E-01 3.367E-01 1.894E-01
1.50000E-01 1.838E-01 7.085E-02
2.00000E-01 1.391E-01 4.421E-02
3.00000E-01 1.062E-01 3.196E-02
4.00000E-01 9.133E-02 2.932E-02
5.00000E-01 8.192E-02 2.827E-02
6.00000E-01 7.509E-02 2.760E-02
8.00000E-01 6.537E-02 2.647E-02
1.00000E+00 5.852E-02 2.541E-02
1.25000E+00 5.224E-02 2.416E-02
1.50000E+00 4.769E-02 2.307E-02
2.00000E+00 4.162E-02 2.149E-02
3.00000E+00 3.524E-02 1.989E-02
4.00000E+00 3.213E-02 1.933E-02
5.00000E+00 3.045E-02 1.920E-02
6.00000E+00 2.952E-02 1.930E-02
8.00000E+00 2.875E-02 1.973E-02
1.00000E+01 2.871E-02 2.025E-02
1.50000E+01 2.951E-02 2.127E-02
2.00000E+01 3.068E-02 2.193E-02
26 38
1.00000E-03 9.085E+03 9.052E+03
1.50000E-03 3.399E+03 3.388E+03
2.00000E-03 1.626E+03 1.620E+03
3.00000E-03 5.576E+02 5.535E+02
4.00000E-03 2.567E+02 2.536E+02
5.00000E-03 1.398E+02 1.372E+02
6.00000E-03 8.484E+01 8.265E+01
7.11200E-03 5.319E+01 5.133E+01
7.11200E-03 4.076E+02 2.978E+02
8.00000E-03 3.056E+02 2.316E+02
1.00000E-02 1.706E+02 1.369E+02
1.50000E-02 5.708E+01 4.896E+01
2.00000E-02 2.568E+01 2.260E+01
3.00000E-02 8.176E+00 7.251E+00
4.00000E-02 3.629E+00 3.155E+00
5.00000E-02 1.958E+00 1.638E+00
6.00000E-02 1.205E+00 9.555E-01
8.00000E-02 5.952E-01 4.104E-01
1.00000E-01 3.717E-01 2.177E-01
1.50000E-01 1.964E-01 7.961E-02
2.00000E-01 1.460E-01 4.825E-02
3.00000E-01 1.099E-01 3.361E-02
4.00000E-01 9.400E-02 3.039E-02
5.00000E-01 8.414E-02 2.914E-02
6.00000E-01 7.704E-02 2.836E-02
8.00000E-01 6.699E-02 2.714E-02
1.00000E+00 5.995E-02 2.603E-02
1.25000E+00 5.350E-02 2.472E-02
1.50000E+00 4.883E-02 2.360E-02
2.00000E+00 4.265E-02 2.199E-02
3.00000E+00 3.621E-02 2.042E-02
4.00000E+00 3.312E-02 1.990E-02
5.00000E+00 3.146E-02 1.983E-02
6.00000E+00 3.057E-02 1.997E-02
8.00000E+00 2.991E-02 2.050E-02
1.00000E+01 2.994E-02 2.108E-02
1.50000E+01 3.092E-02 2.221E-02
2.00000E+01 3.224E-02 2.292E-02
27 38
1.00000E-03 9.796E+03 9.750E+03
1.50000E-03 3.697E+03 3.682E+03
2.00000E-03 1.779E+03 1.771E+03
3.00000E-03 6.129E+02 6.084E+02
4.00000E-03 2.830E+02 2.796E+02
5.00000E-03 1.543E+02 1.515E+02
6.00000E-03 9.370E+01 9.138E+01
7.70890E-03 4.710E+01 4.530E+01
7.70890E-03 3.555E+02 2.507E+02
8.00000E-03 3.248E+02 2.322E+02
1.00000E-02 1.841E+02 1.413E+02
1.50000E-02 6.201E+01 5.178E+01
2.00000E-02 2.803E+01 2.421E+01
3.00000E-02 8.962E+00 7.873E+00
4.00000E-02 3.981E+00 3.450E+00
5.00000E-02 2.144E+00 1.799E+00
6.00000E-02 1.314E+00 1.052E+00
8.00000E-02 6.414E-01 4.528E-01
1.00000E-01 3.949E-01 2.397E-01
1.50000E-01 2.023E-01 8.597E-02
2.00000E-01 1.476E-01 5.071E-02
3.00000E-01 1.094E-01 3.406E-02
4.00000E-01 9.311E-02 3.034E-02
5.00000E-01 8.315E-02 2.890E-02
6.00000E-01 7.604E-02 2.805E-02
8.00000E-01 6.604E-02 2.677E-02
1.00000E+00 5.906E-02 2.564E-02
1.25000E+00 5.270E-02 2.434E-02
1.50000E+00 4.810E-02 2.323E-02
2.00000E+00 4.204E-02 2.165E-02
3.00000E+00 3.580E-02 2.016E-02
4.00000E+00 3.283E-02 1.971E-02
5.00000E+00 3.127E-02 1.969E-02
6.00000E+00 3.045E-02 1.988E-02
8.00000E+00 2.991E-02 2.048E-02
1.00000E+01 3.002E-02 2.110E-02
1.50000E+01 3.115E-02 2.230E-02
2.00000E+01 3.256E-02 2.303E-02
28 41
1.00000E-03 9.855E+03 9.797E+03
1.00404E-03 9.753E+03 9.697E+03
1.00810E-03 9.654E+03 9.598E+03
1.00810E-03 1.099E+04 1.093E+04
1.50000E-03 4.234E+03 4.214E+03
2.00000E-03 2.049E+03 2.039E+03
3.00000E-03 7.094E+02 7.042E+02
4.00000E-03 3.282E+02 3.244E+02
5.00000E-03 1.793E+02 1.761E+02
6.00000E-03 1.090E+02 1.064E+02
8.00000E-03 4.952E+01 4.758E+01
8.33280E-03 4.428E+01 4.242E+01
8.33280E-03 3.294E+02 2.240E+02
1.00000E-02 2.090E+02 1.524E+02
1.50000E-02 7.081E+01 5.734E+01
2.00000E-02 3.220E+01 2.722E+01
3.00000E-02 1.034E+01 8.982E+00
4.00000E-02 4.600E+00 3.967E+00
5.00000E-02 2.474E+00 2.078E+00
6.00000E-02 1.512E+00 1.219E+00
8.00000E-02 7.306E-01 5.259E-01
1.00000E-01 4.440E-01 2.781E-01
1.50000E-01 2.208E-01 9.812E-02
2.00000E-01 1.582E-01 5.649E-02
3.00000E-01 1.154E-01 3.659E-02
4.00000E-01 9.765E-02 3.209E-02
5.00000E-01 8.698E-02 3.036E-02
6.00000E-01 7.944E-02 2.937E-02
8.00000E-01 6.891E-02 2.795E-02
1.00000E+00 6.160E-02 2.674E-02
1.25000E+00 5.494E-02 2.536E-02
1.50000E+00 5.015E-02 2.420E-02
2.00000E+00 4.387E-02 2.257E-02
3.00000E+00 3.745E-02 2.107E-02
4.00000E+00 3.444E-02 2.066E-02
5.00000E+00 3.289E-02 2.070E-02
6.00000E+00 3.210E-02 2.094E-02
8.00000E+00 3.164E-02 2.163E-02
1.00000E+01 3.185E-02 2.234E-02
1.50000E+01 3.320E-02 2.368E-02
2.00000E+01 3.476E-02 2.446E-02
29 41
1.00000E-03 1.057E+04 1.049E+04
1.04695E-03 9.307E+03 9.241E+03
1.09610E-03 8.242E+03 8.186E+03
1.09610E-03 9.347E+03 9.282E+03
1.50000E-03 4.418E+03 4.393E+03
2.00000E-03 2.154E+03 2.142E+03
3.00000E-03 7.488E+02 7.430E+02
4.00000E-03 3.473E+02 3.432E+02
5.00000E-03 1.899E+02 1.866E+02
6.00000E-03 1.156E+02 1.128E+02
8.00000E-03 5.255E+01 5.054E+01
8.97890E-03 3.829E+01 3.652E+01
8.97890E-03 2.784E+02 1.824E+02
1.00000E-02 2.159E+02 1.484E+02
1.50000E-02 7.405E+01 5.788E+01
2.00000E-02 3.379E+01 2.788E+01
3.00000E-02 1.092E+01 9.349E+00
4.00000E-02 4.862E+00 4.163E+00
5.00000E-02 2.613E+00 2.192E+00
6.00000E-02 1.593E+00 1.290E+00
8.00000E-02 7.630E-01 5.581E-01
1.00000E-01 4.584E-01 2.949E-01
1.50000E-01 2.217E-01 1.027E-01
2.00000E-01 1.559E-01 5.781E-02
3.00000E-01 1.119E-01 3.617E-02
4.00000E-01 9.413E-02 3.121E-02
5.00000E-01 8.362E-02 2.933E-02
6.00000E-01 7.625E-02 2.826E-02
8.00000E-01 6.605E-02 2.681E-02
1.00000E+00 5.901E-02 2.562E-02
1.25000E+00 5.261E-02 2.428E-02
1.50000E+00 4.803E-02 2.316E-02
2.00000E+00 4.205E-02 2.160E-02
3.00000E+00 3.599E-02 2.023E-02
4.00000E+00 3.318E-02 1.989E-02
5.00000E+00 3.177E-02 1.998E-02
6.00000E+00 3.108E-02 2.027E-02
8.00000E+00 3.074E-02 2.100E-02
1.00000E+01 3.103E-02 2.174E-02
1.50000E+01 3.247E-02 2.309E-02
2.00000E+01 3.408E-02 2.387E-02
30 47
1.00000E-03 1.553E+03 1.548E+03
1.00980E-03 1.518E+03 1.513E+03
1.01970E-03 1.484E+03 1.478E+03
1.01970E-03 3.804E+03 3.777E+03
1.03119E-03 5.097E+03 5.057E+03
1.04280E-03 6.518E+03 6.464E+03
1.04280E-03 8.274E+03 8.202E+03
1.11565E-03 8.452E+03 8.382E+03
1.19360E-03 7.371E+03 7.312E+03
1.19360E-03 8.396E+03 8.328E+03
1.50000E-03 4.825E+03 4.791E+03
2.00000E-03 2.375E+03 2.359E+03
3.00000E-03 8.311E+02 8.244E+02
4.00000E-03 3.865E+02 3.820E+02
5.00000E-03 2.118E+02 2.082E+02
6.00000E-03 1.290E+02 1.261E+02
8.00000E-03 5.875E+01 5.660E+01
9.65860E-03 3.505E+01 3.332E+01
9.65860E-03 2.536E+02 1.599E+02
1.00000E-02 2.331E+02 1.497E+02
1.50000E-02 8.117E+01 6.099E+01
2.00000E-02 3.719E+01 2.986E+01
3.00000E-02 1.207E+01 1.018E+01
4.00000E-02 5.384E+00 4.570E+00
5.00000E-02 2.892E+00 2.419E+00
6.00000E-02 1.760E+00 1.429E+00
8.00000E-02 8.364E-01 6.203E-01
1.00000E-01 4.973E-01 3.278E-01
1.50000E-01 2.341E-01 1.128E-01
2.00000E-01 1.617E-01 6.225E-02
3.00000E-01 1.141E-01 3.764E-02
4.00000E-01 9.539E-02 3.195E-02
5.00000E-01 8.450E-02 2.979E-02
6.00000E-01 7.695E-02 2.861E-02
8.00000E-01 6.656E-02 2.704E-02
1.00000E+00 5.941E-02 2.580E-02
1.25000E+00 5.296E-02 2.443E-02
1.50000E+00 4.834E-02 2.329E-02
2.00000E+00 4.235E-02 2.174E-02
3.00000E+00 3.634E-02 2.041E-02
4.00000E+00 3.360E-02 2.014E-02
5.00000E+00 3.225E-02 2.028E-02
6.00000E+00 3.160E-02 2.061E-02
8.00000E+00 3.138E-02 2.143E-02
1.00000E+01 3.175E-02 2.223E-02
1.50000E+01 3.335E-02 2.367E-02
2.00000E+01 3.509E-02 2.451E-02
31 47
1.00000E-03 1.697E+03 1.692E+03
1.05613E-03 1.492E+03 1.487E+03
1.11540E-03 1.312E+03 1.307E+03
1.11540E-03 3.990E+03 3.955E+03
1.12877E-03 4.887E+03 4.842E+03
1.14230E-03 5.664E+03 5.611E+03
1.14230E-03 7.405E+03 7.332E+03
1.21752E-03 7.138E+03 7.070E+03
1.29770E-03 6.358E+03 6.299E+03
1.29770E-03 7.206E+03 7.139E+03
1.50000E-03 5.087E+03 5.044E+03
2.00000E-03 2.515E+03 2.496E+03
3.00000E-03 8.857E+02 8.782E+02
4.00000E-03 4.130E+02 4.082E+02
5.00000E-03 2.266E+02 2.229E+02
6.00000E-03 1.382E+02 1.352E+02
8.00000E-03 6.302E+01 6.082E+01
1.00000E-02 3.421E+01 3.250E+01
1.03671E-02 3.099E+01 2.936E+01
1.03671E-02 2.214E+02 1.344E+02
1.50000E-02 8.537E+01 6.135E+01
2.00000E-02 3.928E+01 3.059E+01
3.00000E-02 1.281E+01 1.061E+01
4.00000E-02 5.726E+00 4.810E+00
5.00000E-02 3.076E+00 2.560E+00
6.00000E-02 1.868E+00 1.518E+00
8.00000E-02 8.823E-01 6.613E-01
1.00000E-01 5.197E-01 3.497E-01
1.50000E-01 2.387E-01 1.193E-01
2.00000E-01 1.619E-01 6.463E-02
3.00000E-01 1.123E-01 3.782E-02
4.00000E-01 9.325E-02 3.156E-02
5.00000E-01 8.236E-02 2.920E-02
6.00000E-01 7.487E-02 2.793E-02
8.00000E-01 6.466E-02 2.631E-02
1.00000E+00 5.767E-02 2.506E-02
1.25000E+00 5.139E-02 2.371E-02
1.50000E+00 4.692E-02 2.260E-02
2.00000E+00 4.113E-02 2.110E-02
3.00000E+00 3.538E-02 1.986E-02
4.00000E+00 3.280E-02 1.966E-02
5.00000E+00 3.156E-02 1.985E-02
6.00000E+00 3.099E-02 2.021E-02
8.00000E+00 3.086E-02 2.108E-02
1.00000E+01 3.130E-02 2.191E-02
1.50000E+01 3.300E-02 2.339E-02
2.00000E+01 3.479E-02 2.425E-02
32 47
1.00000E-03 1.893E+03 1.887E+03
1.10304E-03 1.502E+03 1.496E+03
1.21670E-03 1.190E+03 1.185E+03
1.21670E-03 4.389E+03 4.343E+03
1.23215E-03 4.734E+03 4.684E+03
1.24780E-03 4.974E+03 4.922E+03
1.24780E-03 6.698E+03 6.622E+03
1.32844E-03 6.348E+03 6.279E+03
1.41430E-03 5.554E+03 5.495E+03
1.41430E-03 6.287E+03 6.221E+03
1.50000E-03 5.475E+03 5.420E+03
2.00000E-03 2.711E+03 2.688E+03
3.00000E-03 9.613E+02 9.527E+02
4.00000E-03 4.497E+02 4.445E+02
5.00000E-03 2.472E+02 2.433E+02
6.00000E-03 1.509E+02 1.477E+02
8.00000E-03 6.890E+01 6.660E+01
1.00000E-02 3.742E+01 3.564E+01
1.11031E-02 2.811E+01 2.653E+01
1.11031E-02 1.981E+02 1.157E+02
1.50000E-02 9.152E+01 6.256E+01
2.00000E-02 4.222E+01 3.178E+01
3.00000E-02 1.385E+01 1.126E+01
4.00000E-02 6.207E+00 5.152E+00
5.00000E-02 3.335E+00 2.759E+00
6.00000E-02 2.023E+00 1.642E+00
8.00000E-02 9.501E-01 7.184E-01
1.00000E-01 5.550E-01 3.803E-01
1.50000E-01 2.491E-01 1.288E-01
2.00000E-01 1.661E-01 6.865E-02
3.00000E-01 1.131E-01 3.891E-02
4.00000E-01 9.327E-02 3.193E-02
5.00000E-01 8.212E-02 2.930E-02
6.00000E-01 7.452E-02 2.790E-02
8.00000E-01 6.426E-02 2.618E-02
1.00000E+00 5.727E-02 2.489E-02
1.25000E+00 5.101E-02 2.353E-02
1.50000E+00 4.657E-02 2.242E-02
2.00000E+00 4.086E-02 2.094E-02
3.00000E+00 3.524E-02 1.977E-02
4.00000E+00 3.275E-02 1.962E-02
5.00000E+00 3.158E-02 1.987E-02
6.00000E+00 3.107E-02 2.027E-02
8.00000E+00 3.103E-02 2.120E-02
1.00000E+01 3.156E-02 2.208E-02
1.50000E+01 3.340E-02 2.364E-02
2.00000E+01 3.528E-02 2.452E-02
33 46
1.00000E-03 2.121E+03 2.116E+03
1.15026E-03 1.523E+03 1.517E+03
1.32310E-03 1.092E+03 1.087E+03
1.32310E-03 4.513E+03 4.459E+03
1.34073E-03 4.469E+03 4.416E+03
1.35860E-03 4.452E+03 4.398E+03
1.35860E-03 6.093E+03 6.015E+03
1.50000E-03 5.227E+03 5.164E+03
1.52650E-03 4.997E+03 4.938E+03
1.52650E-03 5.653E+03 5.585E+03
2.00000E-03 2.931E+03 2.902E+03
3.00000E-03 1.049E+03 1.039E+03
4.00000E-03 4.920E+02 4.862E+02
5.00000E-03 2.709E+02 2.667E+02
6.00000E-03 1.656E+02 1.622E+02
8.00000E-03 7.573E+01 7.330E+01
1.00000E-02 4.115E+01 3.928E+01
1.18667E-02 2.577E+01 2.425E+01
1.18667E-02 1.792E+02 1.008E+02
1.50000E-02 9.856E+01 6.371E+01
2.00000E-02 4.564E+01 3.310E+01
3.00000E-02 1.506E+01 1.198E+01
4.00000E-02 6.760E+00 5.537E+00
5.00000E-02 3.635E+00 2.983E+00
6.00000E-02 2.203E+00 1.783E+00
8.00000E-02 1.030E+00 7.837E-01
1.00000E-01 5.971E-01 4.155E-01
1.50000E-01 2.622E-01 1.399E-01
2.00000E-01 1.719E-01 7.350E-02
3.00000E-01 1.150E-01 4.043E-02
4.00000E-01 9.414E-02 3.261E-02
5.00000E-01 8.259E-02 2.966E-02
6.00000E-01 7.483E-02 2.813E-02
8.00000E-01 6.440E-02 2.628E-02
1.00000E+00 5.735E-02 2.494E-02
